,Unnamed: 0,Filename,Text
123,123,Test1856.jpg,It's funny how we knmv gaypeople exist and we don'thave proof of God but wedeny gay people basichuman rights becauseit might piss off God.Being Gay Proud Quoteswww.geckoandfly.com
124,124,Test3277.jpg,ar.dTtutswasFed that truththM truth
125,125,Test218.jpg,nan
126,126,Test1634.jpg,nan
127,127,Test2590.jpg,We or. powerfulbecause we have
128,128,Test2411.jpg,ONE DAYWE WON'T HAVE TO'COME OUT OFTHE CLOSET'WE'LL JUST SAYWE ARE IN LOVERAND THAT WILL tALL THAT MATTE'
129,129,Test1620.jpg,LOVEIS TOO BEAUTIFULTO BE HIDDENIN THE CLOSET
130,130,Test126.jpg,nan
131,131,Test129.jpg,f Iblis-rQUOI' Its
132,132,Test2209.jpg,nan
133,133,Test2962.jpg,DAYWON'T HAVE TO- COME OUT OFTHE CLOSTWELL JUSTWE ARE IN LOVAND THAT WILLALL THAT MATT
134,134,Test180.jpg,upp rt man. rg.uL
135,135,Test489.jpg,nan
136,136,Test176.jpg,nan
137,137,Test125.jpg,BITCHGHETTOILLEGAL ALIENNP HOMORETARDED & LAMETHAT'S SO GAYWHORE/HO & SLUTHURT
138,138,Test824.jpg,u at h0<You just havDaniel Rdcliffe
139,139,Test3934.jpg,STSAY ASTE
140,140,Test187.jpg,nan
141,141,Test2455.jpg,nan
142,142,Test135.jpg,So you oppose 9ay ri9htsbecause of the Bible?Unless you also try to outlaw-Shrimp cocktails (Lev. )-Women's jeans (Deut. 22.5)-Arr09ance (Prov. 6-Lyifi9 (Prov. 12:22)-Bacon (Lev.-Adultery (Deut. 22:23)-Workifl9 on Sunday (10.4m. 15:32)please shut the hell up!
143,143,Test162.jpg,nan
144,144,Test606.jpg,NO r EXIST
145,145,Test522.jpg,nan
146,146,Test160.jpg,nan
147,147,Test1359.jpg,nan
148,148,Test3130.jpg,nan
149,149,Test128.jpg,nan
150,150,Test164.jpg,TEENPROBLEHS
151,151,Test677.jpg,nan
152,152,Test3294.jpg,nan
153,153,Test231.jpg,nan
154,154,Test141.jpg,nan
155,155,Test3625.jpg,ELIEVEE'REdunn businessse to
156,156,Test2648.jpg,nan
157,157,Test244.jpg,nan
158,158,Test131.jpg,nan
159,159,Test751.jpg,nan
160,160,Test1717.jpg,nan
161,161,Test2959.jpg,nan
162,162,Test945.jpg,"HATEIT HAS CAUSED A LOTOF PROBLEMS IN THISWORLD, IS HASNOT SOLVED ONE VET.MAYA ANGEt.ou"
163,163,Test1954.jpg,"tts oet,ta"
164,164,Test100.jpg,narried
165,165,Test1353.jpg,vnless Vo.
166,166,Test417.jpg,"*The pressures on gay teens canbe overwhelmingto keep secrets,tell lies. deny who you are. and tryto be who you're not. Remember:you are special and worth beingcared about, loved, and acceptedjust as you are. Never, ever letanyone convince you otherwise.'"
167,167,Test660.jpg,ASWAYThe I
168,168,Test245.jpg,Anti-Bullying: States that have laws prohibiting bullying of students onthe bases of sexual orientation and gender identityNe HamhJreNew JerseyNewRhode
169,169,Test211.jpg,nan
170,170,Test221.jpg,nan
171,171,Test1615.jpg,nan
172,172,Test1885.jpg,IF COULD HAVECHOSEN TO BE _HAVE SIMPLY CHOSEN TO BEHAPPY
173,173,Test360.jpg,nan
174,174,Test587.jpg,SOUNDS
175,175,Test1001.jpg,"When people askwhat I see in you,I just smile andlook away becauseI'm afraid if they knew,they'd fall in lovewith you too."
176,176,Test2280.jpg,nan
177,177,Test158.jpg,nan
178,178,Test812.jpg,Life's a game. Play to win.
179,179,Test778.jpg,nan
180,180,Test526.jpg,nan
181,181,Test1923.jpg,mtvx. SOME ACTIVISTS BELEVERECENT RISERECESS MAU.
182,182,Test957.jpg,"I THINK BEING GAY IS A BLESSING,eAND IT'S SOMETHINGI AM THANKFUL FOR EVERY SINGLE DAY."
183,183,Test1889.jpg,nan
184,184,Test536.jpg,"'BE STRONG,YOU NEVERKNOW WHOYOU AREINSPIRING"""
185,185,Test227.jpg,nan
186,186,Test834.jpg,stands upror berselr.it possibly.all
187,187,Test2424.jpg,nan
188,188,Test216.jpg,nan
189,189,Test516.jpg,THERE'S NOTHINGWRONG WITH YOU.THERE'S A LOTWRONG WITH THEWORLD YOU LIVE IN
190,190,Test3360.jpg,nan
191,191,Test519.jpg,6) dreamrtime.comID 145823917 @ Barrirret
192,192,Test979.jpg,nan
193,193,Test1271.jpg,"""l THINK AMARRIAGE IS ASA MARRIAGE HASALWAYS BEEN,BETWEEN A MANAND A WOMAN.""CLINTON. 2000#TBT"
194,194,Test119.jpg,"Verizon LTEx@ * 340,6:::10:47 AMTweetI apologize for anything negativeI've said towards gays and for thatmatter anyone. I was young,ignorant, stupid, and in a badplace. I've moved on and learnedfrom my mistakes and I am sotruly sorry to anyone I haveoffended. I have nothing againstanyone or anything that promotesequality. Sorry again I9123 space"
195,195,Test230.jpg,Top Pro & ConQuotes
196,196,Test803.jpg,nan
197,197,Test194.jpg,nan
198,198,Test1122.jpg,L.GKrin the that
199,199,Test204.jpg,nan
200,200,Test579.jpg,Life's a game. Play to win.
201,201,Test498.jpg,Claiming that someoneelse's marriage is againstyour religion is like beingangry with someone foreating a donut whenyou're on a diet.Being Gay 3 Proud Quoteswww.geckoandfly.com
202,202,Test145.jpg,nan
203,203,Test1012.jpg,LOVEIS TOO BEAUTITO BE HIDDEIN THE CLOSET
204,204,Test3030.jpg,"'Onstage, I am a devil. But I'm hardly asocial reject. ""Feed*"
205,205,Test2650.jpg,nan
206,206,Test837.jpg,DO you LIKEBOYS OR GIRLS?
207,207,Test2791.jpg,"Zeigler, author of ""Fair Play: How LGBT Athletes are Claiming theirRightful Place in Sports,"" defied the notion that sports are inherentlyhomophobic. Part of what is keeping gay athletes closeted, Zeigler said, isthe hyper heterosexism that exists in locker rooms. Negative talk aboutgay people is not the issue. Instead, it's the demeaning talk about women."
208,208,Test1803.jpg,nan
209,209,Test1934.jpg,nan
210,210,Test1743.jpg,is you canttang
211,211,Test249.jpg,nan
212,212,Test3525.jpg,"DO you realize what yous a when y 0 u s a'That's so gayl""?'CAYNOT"
213,213,Test3893.jpg,"H not nd you'reout the ofDon't anottwrhiding shn.havewaitir"" to"
214,214,Test212.jpg,nan
215,215,Test523.jpg,GODANDTHE G A YCHRISTIANMATTHEW VINES
216,216,Test109.jpg,nan
217,217,Test3566.jpg,nan
218,218,Test2977.jpg,nan
219,219,Test665.jpg,"What is straight? Aine can be straight,or a street, but thehuman heart, Oh, no,it's curved like aroad throughmountains.@SayingImages.comTENNESSEEWILLIAMS"
220,220,Test2235.jpg,nan
221,221,Test3749.jpg,nan
222,222,Test612.jpg,nan
223,223,Test378.jpg,KEEPBECAUSE ITS OKAYTO BEGA
224,224,Test843.jpg,MARRIAGEIS A B OUTLOVE
225,225,Test2792.jpg,"think Jesus was  compassionate,super-intelligent gay man whounderstood human problems. On thecross, he forgave the people whocrucified him. Jesus wanted us to beloving and forgiving. I don't knowwhat makes people so cruel. Try being gay woman in the Middle East you're s good s dead.""Elton John"
226,226,Test1022.jpg,LOVE
227,227,Test166.jpg,nan
228,228,Test1161.jpg,IF I COULD HAVECHOSEN TO BEGAY nn STRAIGHTHAVE SIMPLYCHOSEN TO BEHAPPY
229,229,Test103.jpg,nan
230,230,Test168.jpg,nan
231,231,Test760.jpg,nan
232,232,Test3750.jpg,Iftaught us anythingit's
233,233,Test1785.jpg,To be afraid isto behave asif the truth werenot true.BAYARD RUSTIN
234,234,Test149.jpg,nan
235,235,Test1872.jpg,"Being gay is like beingleft handed. Some peopleare, most people aren'tand nobody really knowswhy. It's not right or wrong,it's just the way things are!Being Gay 3 Proud Quoteswww.geckoandfly.com"
236,236,Test188.jpg,nan
237,237,Test440.jpg,"Do,v.STRAIGHT."
238,238,Test2743.jpg,nan
